24.7,16.419,27.124,0.0,0.0,0.8,2.4,58.4
14.9,11.158,16.356,0.0,0.0,0.0,0.0,39.75
12.2,3.333,15.395,5.6,0.0,7.2,11.2,152.9
15.8,8.322,17.002,0.0,0.0,4.8,0.0,39.81
8.48,2.669,6.947,0.0,0.0,0.0,0.0,16.52
9.79,4.987,28.486,0.0,0.0,0.0,0.0,25.09
4.5,2.07,5.429,4.0,0.0,19.2,21.6,10.7
26.1,16.146,24.122,0.0,0.0,8.0,0.0,42.63
10.1,5.04,14.956,23.2,36.0,56.0,23.2,114.9
12.1,3.275,12.811,1.6,7.2,5.6,2.4,24.05
8.54,3.354,8.486,1.6,0.0,21.6,24.8,26.34
9.46,4.124,8.057,0.0,0.0,0.8,0.0,98.01
39.0,14.761,40.188,0.0,0.8,13.6,7.2,89.16
10.8,4.866,9.478,0.0,0.0,0.8,0.0,25.14
9.71,4.474,9.585,0.0,0.0,0.8,0.0,23.95
6.39,2.278,4.424,0.0,1.6,0.0,0.0,11.82
9.05,4.101,9.408,0.0,1.6,4.0,48.0,44.18
4.5,1.468,5.177,0.0,0.0,4.0,0.8,9.052
3.67,1.843,4.052,0.8,0.0,6.4,3.2,8.905
33.0,19.008,37.488,34.4,33.6,0.0,12.8,150.2
2.93,1.271,2.692,1.6,0.0,6.4,15.2,6.284
5.08,1.914,4.263,4.0,3.2,0.0,0.8,10.09
10.7,3.744,10.318,0.0,0.0,0.0,0.0,24.25
11.5,4.716,10.015,1.6,2.4,1.6,1.6,31.49
7.91,3.507,7.83,11.2,10.4,1.6,4.8,18.09
7.38,2.498,6.706,3.2,0.0,6.4,1.6,14.82
12.4,3.365,20.909,0.0,0.8,0.8,0.0,24.36
11.1,5.486,11.411,11.2,11.2,4.8,4.8,29.31
4.44,2.315,6.167,0.0,0.0,4.0,0.0,12.45
5.33,2.277,5.335,0.0,0.0,0.0,0.0,11.64
12.3,4.004,12.46,1.6,0.0,14.4,3.2,26.62
34.0,10.331,22.41,0.0,0.8,0.0,21.6,91.42
8.8,3.549,8.712,0.0,0.0,0.0,0.0,19.93
15.5,5.3,12.928,0.0,0.0,0.0,0.8,32.49
2.26,1.099,2.287,0.0,0.0,0.0,0.0,4.687
